word,sentence1,sentence2,label
projetar,"Foi fundado em 1768, tendo sido projetado por um botânico italiano, Domingos Vandelli.",O carro deslizou por uma encosta e projetou o ator contra uma parede.,0
conceber,"A questão não se coloca quando, ao nascer, a criança é desejada pelos adultos que a conceberam.",O terceiro resgate da Grécia está concebido para fracassar.,1
aprontar,"Passados treze dias [...] Vicente aprontou a apresentou nova obra de devoção: o ""Auto dos Reis"".",Quando o interessado a procurou [...] foi imediatamente aprontada e entregue [...].,1
mover,[...] o que o movia era o seu simples amor pela música.,E segundo: a bola pode ser movida com mais velocidade que o homem.,0
vedar,Precisava [...] de vazar os litros de água mineral que fora consumindo durante a partida.,Depois foi a EDP que vedou e policiou toda a área onde foram descobertos os achados arqueológicos.,0
conotar,Nenhuma conotou qualquer dos arguidos com os acontecimentos [...].,[...] um dos raros gestores públicos que não estão politicamente conotados com o Governo.,1
imortalizar,Marilyn Monroe vai ser imortalizada em 1995 num selo postal norte-americano [...].,[...] do tipo obeso e voz lancinante que ficou imortalizado em banda desenhada por Hergé [...].,1
conceder,[...] recluso que tinha fugido [...] depois de lhe ter sido concedida uma licença [...].,"Nem pensar nisso, Sr Samuel!...o seu crédito está concedido desde já!",1
remediar,Foi uma tentativa de remediarmos as deficiências do pavimento [...].,[...] os esgotos [...] estão remediados com fossas [...].,1
aprisionar,No desenrolar da acção os Turcos aprisionam os Cristãos [...].,"Constança [...] e Pedrillo, foram aprisionados pelos piratas [...].",1
escalar,"O peixe, por sugestão de Bernardo Reino, foi um rabo de pargo real, que foi escalado para grelhar.",[...] Vicente Cantatore escalou 17 jogadores [...].,0
escorar,O comandante [...] informou que até o tempo melhorar não será sequer possível escorar a barreira.,"Os homens estavam a trabalhar numa vala, cujas paredes não estavam escoradas .",1
embrulhar,Iusupov e os cúmplices embrulharam o corpo em ligaduras.,[...] os sete quilogramas de heroína ainda estavam embrulhados [...].,1
esboçar,Começa já entretanto a ser esboçado um documento sobre as violações dos Direitos Humanos [...].,[...] nem sequer está esboçada a forma como [...] vai atravessar [o deserto].,1
incrustar,Uma placa com a data de ontem foi incrustada no chão do altar do santuário e igualmente benzida.,"Um odor acre que se infiltra, se incrusta [...].",1
superar,[...] o britânico superou por uma pancada o sueco [...].,Rui Madeira apenas foi superado pelos pilotos escandinavos [...].,1
afogar,Mãe de Tiago garante à Judiciária que criança de dois anos foi afogada por um grupo de cinco.,Autoridades suspeitam que portuguesa se afogou.,1
comunicar,WINNIE Mandela comunicou ontem que vai abandonar o seu cargo [...].,[...] uma advertência do júri a alguns comandantes que não comunicaram entre si [...].,0
despachar,"A 21 de Julho do ano passado, o presidente despachou a aprovação.",[...] uma arguição de nulidade [...] que ainda não foi despachada.,1
estuprar,[...] Marcelo [...] há seis anos matou e estuprou 14 meninos.,Foi estuprada por cinco polícias sob o comando de R. Ferreira.,1
acertar,[...] Renato não acertou no esférico.,O que [...] foi dito por Clinton no Brasil foi o que [...] foi acertado [pelos] dois países [...].,0
agudizar,"Jorge Sampaio remete para a AR a questão [...], enquanto se agudizam os protestos [...].",O anúncio da decisão da ABI agudizou os receios de que se esteja a caminhar para [...].,1
fazer,"É que, diz Paula Camarneiro, que fez um estudo aturado sobre o assunto [...].",Praticamente tudo é feito pelos militantes do partido.,1
radicalizar,[...] tinha manifestado o desejo de se radicalizar e juntar às fileiras do Daesh.,Quando a revolução se radicalizou [...].,1
calçar,[...] 40 mil rublos [...] não dá sequer para vestir e calçar um dos seus membros.,[...]  trabalham a elevado ritmo à procura que o vencedor calce os seus pneus.,0
reproduzir,A pulga dáfnia (Daphnia magna) tem a característica de se reproduzir sem necessidade de macho.,A maior parte desses órgãos tentam reproduzir a função biológica daqueles que substituem.,0
espatifar,"Se o cão for meu ninguém me diz nada, é como se eu espatifasse o meu automóvel, queixa-se.",Ontem no desastre o carro ficou todo espatifado.,1
perseguir,Anna [...] persegue um homem [...].,[...] uma maior riqueza pessoal é um dos objectivos perseguidos por mim [...].,0
comprovar,Tal como está comprovado pela experiência [...].,[...] foi comprovado por análises que não houve prejuízo para nenhuma das grávidas.,1
demarcar,[...] a Grã-Bretanha [...] demarcou a fronteira comum.,Entre as regiões vitivinícolas alentejanas que não foram demarcadas [...].,1
arpoar,"Por seu lado, a Islândia [...] retomou a caça este ano, tendo arpoado 200 baleias.",Em relação a estes que se viram [...] deduz-se que não tenham sido arpoados por pescadores.,1
pagar,Manuel Augusto trazia uma arma e exigiu que Manuel Silva lhe pagasse cinco contos em dívida.,[...] muito mais do que os 35 contos pagos por um bilhete para a bancada central.,1
revolver,Os polícias revolvem todos os cantos da casa.,"Às vezes, reconhecemos um alvo difícil pela quantidade de terra que foi revolvida à sua volta.",1
apontar,[...] a ideia de base desenvolvida por Nunes da Silva [...] aponta para o facto de toda [...].,[...] só acedeu a entregar-se a Serafim quando um irmão dela lhe apontou uma pistola.,0
reencontrar,E permitiu-lhe que a direcção do partido se reencontrasse com as bases [...].,"Como os Jones pai e filho, também Peter e Jack se reencontram.",1
colocar,Os responsáveis [...] decidiram colocar no mercado este novo modelo [...].,[...] em relação ao tripé [...] a não ser que esteja colocado sobre qualquer dispositivo [...].,1
meditar,A juíza recolhe-se para meditar e redigir a sentença.,"Isso assim, se calhar, não chega, medita o juiz.",0
esterilizar,[...] depois de decidirmos que queremos esterilizar a nossa gata.,[...] todos os instrumentos são permanente e automaticamente esterilizados.,1
resultar,[...] as acções de fiscalização resultaram ainda em processos-crime [...].,Tudo isto resulta em que [...] era possível determinar que casas estão desaproveitadas [...].,1
ralar,Se não ganhasse a Volta não ficava nada ralado.,"Francamente, minha querida, não me poderia ralar menos.",1
fortificar,"A penha, a ela sobraceira, deve ter sido fortificada desde a mais remota antiguidade.",[...] um extracto que ajuda a fortificar as junções de coesão.,1
valorar,Do ponto de vista médico é difícil valorar esta questão [...].,"Foi aí que o juiz observou que ""as explicações são valoradas pelo tribunal, quando fazem sentido"".",1
trespassar,Um dos obuses trespassou o tecto da esquadra e outro caiu no pátio.,[...] os quiosques só podem ser trespassados ao fim de cinco.,0
desconfiar,"Dias Ferreira viu que, no Sporting, ainda há muito quem desconfie dele.","Júlia, como outros colegas, desconfiou que algo estaria a se passar [...].",1
armar,[...] não tem dúvidas de ter sido Rafael Assunção que armou uma ratoeira [...].,[...] Hitler assim se armou [...].,0
coexistir,Uma babel [...] que coexiste com os chineses [...].,"[...] Pina Moura confirmou a sua equipa, onde coexistem dois camaradas de luta [...].",1
estabelecer,"[...] Jacob Curiel, que se estabeleceu em Hamburgo.","Em 1952 estreou-se como concertista, em Viena, onde se estabeleceu como professor [...].",0
massajar,[...] as vacas são massajadas com cerveja para que a carne fique tenra.,Com as pontas dos dedos massaje todo o couro cabeludo como se ensaboasse a cabeça.,1
consentir,"Pode haver a preocupação [...], consente Manuel Mozos.",E este homem consente em que só se exibam as obras de artistas oficiais sérvios.,1
precipitar,[...] o facto de se ter esforçado de mais no início tenha precipitado o seu desgaste.,Oxalá os responsáveis do Governo e a comunidade internacional não se precipitem [...].,0
repugnar,"Optámos por esse guarda-roupa, justamente, porque era o que mais repugnava toda a gente .",Não me repugna equacionar a hipótese de alguns doentes serem recolhidos [...].,1
comprometer,A correcção das assimetrias e a diversificação industrial foram comprometidas.,"Foi ele quem se comprometeu com prazos, que foram sendo ultrapassados uns atrás dos outros.",0
situar,[...] 35 mil polícias estarão situados em pontos estratégicos [...].,O titânio [...] está situado na margem do rio [...].,1
filtrar,"Huang Yu, 41 anos, filtrou códigos [...].",Posteriormente foram filtrados através de correlações de Spearman e análise de variância.,1
permitir,[...] a Adobe virá a terreiro com aplicações que permitam aos utilizadores visualizarem [...].,[...] as sucessivas trocas de jogadores permitiram a recuperação.,0
entender,"Eurico de Melo entende que hoje ""o Estado providência já não faz sentido"".","Carecem de actos complementares [...], entendem os vereadores do PSD.",1
forrar,O funcionário [...] resolveu forrar a casa de praia com fotografias [...].,Uma foi revestida a tecido a outra foi forrada a trapilho utilizando o ponto de crochet.,1
implicar,"Eles acham que o facto de se oferecerem para a missão não implica ""marchar no escuro"" [...].",[...] uma senhora obesa que ouve vozes e se entretém a implicar com o filho [...].,0
colher,"Não, a hipótese, definitivamente, não colhe.",O banco central alemão colheu ontem de surpresa os mercados [...].,0
compreender,"Segundo o autor, há muito que compreendeu ter “errado” na escolha da profissão.",Somos levados a compreender um pouco o facto de o Colectivo se ter deixado impressionar [...].,1
aventar,Uldurico Pinto não quis aventar hipóteses sobre a autoria do atentado [...].,Alguns vizinhos aventaram ontem que seria talvez possível passar pelos jardins [...].,1
conceder,"Nem pensar nisso, Sr Samuel!...o seu crédito está concedido desde já!","Ela por estar impedida de entrar nos EUA, pois não lhe está concedido o visto.",1
despachar,[...] uma arguição de nulidade [...] que ainda não foi despachada.,Cardoso e Cunha despachou Manuel Salgado num ápice [...].,0
chatear,João: nunca mais te chateio por causa dos meus filmes do Tati.,"Continuamos amigos, ninguém se chateou.",1
chamar,O Banco de Espanha foi chamado a intervir [...].,Os arqueólogos chamados ao local avaliaram o achado [...].,0
combinar,O encontro foi combinado no maior secretismo.,E está combinado que os deste ano também serão televisionados.,1
sugerir,[...] sugeri que esta situação fosse comunicada à hierarquia do Metro [...].,A França sugeriu nomeadamente associar as tropas [...].,1
imortalizar,[...] imortalizei uma figura tão grande como a de Che para todo o sempre.,"Na praia, os locais imortalizaram esses adolescentes na velha expressão ""surfistas da banheira"".",1
alargar,"A empresa TCB [...], alargou a sua área de intervenção a zonas rurais [...].","Mais tarde, dentro de dois a três meses, o sistema será alargado a mais 26 freguesias [...].",1
fusionar,"Em seis anos recrutou uma equipa directiva, adquiriu e fusionou seis empresas.","Após a aquisição, a compradora fusionou-se com a sociedade B.",1
conjugar,Viram como o verbo foi conjugado?,A tentativa de revitalizar [...] deverá ser conjugada com o relançamento do Chiado [...].,0
ilustrar,"Um ponto que ilustra [...] a dimensão da sua ""dificuldade"" é o diferente entendimento [...].",A abertura inicial de Sidney Webb pode ser ilustrada pelo facto de ter contratado [...].,1
combinar,As duas coisas não combinam se queremos ter um pouco de paz de espírito.,Muitos observadores suspeitam de que o Governo e a OLP combinaram a decisão inicial [...].,0
confrontar,"[...] a cimeira do Luxemburgo, durante a qual Londres e Paris se confrontaram [...].",Maldonado monta um espaço [...] onde duas a duas [...] se confrontam [...].,0
chamar,"Ambas as versões se baseiam no mesmo ""núcleo de código"", como lhe chama a Microsoft [...].",James Joyce chamou o queijo de defunto do leite [...].,0
ligar,"Recusou cargos no Conselho da Revolução, [...] nunca se ligou a nenhum partido político.","Não ligue interruptores, pois estes fazem faíscas e pode haver fugas de gás.",0
associar,"[...] mais um convite do Citemor, que se associou à Expo '98 [...].",Frank Williams queria-me associar a Mansell no próximo ano.,0
adiantar,"Em partida que se disputou mais cedo que as outras, o Real ainda se adiantou, por Raúl, aos 64'.",A TVi adiantou o relógio do jogo?,0
